"{'text': '分析方法初步', 'label': 'level_2_kP', 'subject': '', 'cognition': ''}",包含,"{'text': '深度学习', 'label': 'level_3_kP', 'subject': '', 'cognition': ''}",","
"{'text': '分析方法初步', 'label': 'level_2_kP', 'subject': '', 'cognition': ''}",包含,"{'text': '集成学习', 'label': 'level_3_kP', 'subject': '', 'cognition': ''}",","
"{'text': '分析方法初步', 'label': 'level_2_kP', 'subject': '', 'cognition': ''}",包含,"{'text': '概述', 'label': 'level_3_kP', 'subject': '', 'cognition': ''}",","
"{'text': '分析方法初步', 'label': 'level_2_kP', 'subject': '', 'cognition': ''}",包含,"{'text': '序列化方法', 'label': 'level_3_kP', 'subject': '', 'cognition': ''}",","
"{'text': '分析方法初步', 'label': 'level_2_kP', 'subject': '', 'cognition': ''}",包含,"{'text': '并行化方法', 'label': 'level_3_kP', 'subject': '', 'cognition': ''}",","
"{'text': '数据统计与分析基础', 'label': 'level_1_kP', 'subject': '', 'cognition': ''}",包含,"{'text': '数据科学实践', 'label': 'level_2_kP', 'subject': '', 'cognition': ''}",","
"{'text': '数据科学实践', 'label': 'level_2_kP', 'subject': '', 'cognition': ''}",包含,"{'text': '数据分析流程', 'label': 'level_3_kP', 'subject': '', 'cognition': ''}",","
"{'text': '数据科学实践', 'label': 'level_2_kP', 'subject': '', 'cognition': ''}",包含,"{'text': '数据挖掘目标', 'label': 'level_3_kP', 'subject': '', 'cognition': ''}",","
"{'text': '数据科学实践', 'label': 'level_2_kP', 'subject': '', 'cognition': ''}",包含,"{'text': '数据采样', 'label': 'level_3_kP', 'subject': '', 'cognition': ''}",","
"{'text': '数据科学实践', 'label': 'level_2_kP', 'subject': '', 'cognition': ''}",包含,"{'text': '数据预处理', 'label': 'level_3_kP', 'subject': '', 'cognition': ''}",","
"{'text': '数据科学实践', 'label': 'level_2_kP', 'subject': '', 'cognition': ''}",包含,"{'text': '数据探索', 'label': 'level_3_kP', 'subject': '', 'cognition': ''}",","
"{'text': '数据科学实践', 'label': 'level_2_kP', 'subject': '', 'cognition': ''}",包含,"{'text': '数据建模', 'label': 'level_3_kP', 'subject': '', 'cognition': ''}",","
"{'text': '数据科学实践', 'label': 'level_2_kP', 'subject': '', 'cognition': ''}",包含,"{'text': '数据分析工具', 'label': 'level_3_kP', 'subject': '', 'cognition': ''}",","
"{'text': '数据科学实践', 'label': 'level_2_kP', 'subject': '', 'cognition': ''}",包含,"{'text': '案例——Kaggle', 'label': 'level_3_kP', 'subject': '', 'cognition': ''}",","
"{'text': '数据科学实践', 'label': 'level_2_kP', 'subject': '', 'cognition': ''}",包含,"{'text': 'Titanic生存预测', 'label': 'level_3_kP', 'subject': '', 'cognition': ''}",","
"{'text': '数据科学实践', 'label': 'level_2_kP', 'subject': '', 'cognition': ''}",包含,"{'text': '数据挖掘目标', 'label': 'level_3_kP', 'subject': '', 'cognition': ''}",","
"{'text': '数据科学实践', 'label': 'level_2_kP', 'subject': '', 'cognition': ''}",包含,"{'text': '数据导入和预处理', 'label': 'level_3_kP', 'subject': '', 'cognition': ''}",","
"{'text': '数据科学实践', 'label': 'level_2_kP', 'subject': '', 'cognition': ''}",包含,"{'text': '数据探索', 'label': 'level_3_kP', 'subject': '', 'cognition': ''}",","
"{'text': '数据科学实践', 'label': 'level_2_kP', 'subject': '', 'cognition': ''}",包含,"{'text': '模型构建', 'label': 'level_3_kP', 'subject': '', 'cognition': ''}",","
"{'text': '数据科学实践', 'label': 'level_2_kP', 'subject': '', 'cognition': ''}",包含,"{'text': '案例——客户价值分析', 'label': 'level_3_kP', 'subject': '', 'cognition': ''}",","
"{'text': '数据科学实践', 'label': 'level_2_kP', 'subject': '', 'cognition': ''}",包含,"{'text': '数据挖掘目标', 'label': 'level_3_kP', 'subject': '', 'cognition': ''}",","
"{'text': '数据科学实践', 'label': 'level_2_kP', 'subject': '', 'cognition': ''}",包含,"{'text': '数据导入和预处理', 'label': 'level_3_kP', 'subject': '', 'cognition': ''}",","
"{'text': '数据科学实践', 'label': 'level_2_kP', 'subject': '', 'cognition': ''}",包含,"{'text': '数据探索', 'label': 'level_3_kP', 'subject': '', 'cognition': ''}",","
"{'text': '数据科学实践', 'label': 'level_2_kP', 'subject': '', 'cognition': ''}",包含,"{'text': '模型构建', 'label': 'level_3_kP', 'subject': '', 'cognition': ''}",","
"{'text': '数据科学实践', 'label': 'level_2_kP', 'subject': '', 'cognition': ''}",包含,"{'text': '案例——时间序列预测', 'label': 'level_3_kP', 'subject': '', 'cognition': ''}",","
"{'text': '数据科学实践', 'label': 'level_2_kP', 'subject': '', 'cognition': ''}",包含,"{'text': '数据挖掘目标', 'label': 'level_3_kP', 'subject': '', 'cognition': ''}",","
"{'text': '数据科学实践', 'label': 'level_2_kP', 'subject': '', 'cognition': ''}",包含,"{'text': '数据导入', 'label': 'level_3_kP', 'subject': '', 'cognition': ''}",","
"{'text': '数据科学实践', 'label': 'level_2_kP', 'subject': '', 'cognition': ''}",包含,"{'text': '数据探索', 'label': 'level_3_kP', 'subject': '', 'cognition': ''}",","
"{'text': '数据科学实践', 'label': 'level_2_kP', 'subject': '', 'cognition': ''}",包含,"{'text': '模型构建', 'label': 'level_3_kP', 'subject': '', 'cognition': ''}",","
"{'text': '数据科学实践', 'label': 'level_2_kP', 'subject': '', 'cognition': ''}",包含,"{'text': '案例——价格预测挑战', 'label': 'level_3_kP', 'subject': '', 'cognition': ''}",","
"{'text': '数据科学实践', 'label': 'level_2_kP', 'subject': '', 'cognition': ''}",包含,"{'text': '数据挖掘目标', 'label': 'level_3_kP', 'subject': '', 'cognition': ''}",","
"{'text': '数据科学实践', 'label': 'level_2_kP', 'subject': '', 'cognition': ''}",包含,"{'text': '数据导入和预处理', 'label': 'level_3_kP', 'subject': '', 'cognition': ''}",","
"{'text': '数据科学实践', 'label': 'level_2_kP', 'subject': '', 'cognition': ''}",包含,"{'text': '数据探索和模型构建', 'label': 'level_3_kP', 'subject': '', 'cognition': ''}",","
"{'text': '数据统计与分析基础', 'label': 'level_1_kP', 'subject': '', 'cognition': ''}",包含,"{'text': '数据科学的重要研究领域', 'label': 'level_2_kP', 'subject': '', 'cognition': ''}",","
"{'text': '数据科学的重要研究领域', 'label': 'level_2_kP', 'subject': '', 'cognition': ''}",包含,"{'text': '文本分析', 'label': 'level_3_kP', 'subject': '', 'cognition': ''}",","
"{'text': '数据科学的重要研究领域', 'label': 'level_2_kP', 'subject': '', 'cognition': ''}",包含,"{'text': '文本分析简介', 'label': 'level_3_kP', 'subject': '', 'cognition': ''}",","
"{'text': '数据科学的重要研究领域', 'label': 'level_2_kP', 'subject': '', 'cognition': ''}",包含,"{'text': '文本分析的任务与方法', 'label': 'level_3_kP', 'subject': '', 'cognition': ''}",","
"{'text': '数据科学的重要研究领域', 'label': 'level_2_kP', 'subject': '', 'cognition': ''}",包含,"{'text': '知识图谱', 'label': 'level_3_kP', 'subject': '', 'cognition': ''}",","
"{'text': '数据科学的重要研究领域', 'label': 'level_2_kP', 'subject': '', 'cognition': ''}",包含,"{'text': '文本分析的应用', 'label': 'level_3_kP', 'subject': '', 'cognition': ''}",","
"{'text': '数据科学的重要研究领域', 'label': 'level_2_kP', 'subject': '', 'cognition': ''}",包含,"{'text': '图像视频分析', 'label': 'level_3_kP', 'subject': '', 'cognition': ''}",","
"{'text': '数据科学的重要研究领域', 'label': 'level_2_kP', 'subject': '', 'cognition': ''}",包含,"{'text': '图像视频分析简介', 'label': 'level_3_kP', 'subject': '', 'cognition': ''}",","
"{'text': '数据科学的重要研究领域', 'label': 'level_2_kP', 'subject': '', 'cognition': ''}",包含,"{'text': '图像分析的任务与方法', 'label': 'level_3_kP', 'subject': '', 'cognition': ''}",","
"{'text': '数据科学的重要研究领域', 'label': 'level_2_kP', 'subject': '', 'cognition': ''}",包含,"{'text': '视频分析的任务与方法', 'label': 'level_3_kP', 'subject': '', 'cognition': ''}",","
"{'text': '数据科学的重要研究领域', 'label': 'level_2_kP', 'subject': '', 'cognition': ''}",包含,"{'text': '图像视频分析的应用', 'label': 'level_3_kP', 'subject': '', 'cognition': ''}",","
"{'text': '数据科学的重要研究领域', 'label': 'level_2_kP', 'subject': '', 'cognition': ''}",包含,"{'text': '网络分析', 'label': 'level_3_kP', 'subject': '', 'cognition': ''}",","
"{'text': '数据科学的重要研究领域', 'label': 'level_2_kP', 'subject': '', 'cognition': ''}",包含,"{'text': '网络结构分析', 'label': 'level_3_kP', 'subject': '', 'cognition': ''}",","
"{'text': '数据科学的重要研究领域', 'label': 'level_2_kP', 'subject': '', 'cognition': ''}",包含,"{'text': '复杂网络', 'label': 'level_3_kP', 'subject': '', 'cognition': ''}",","
"{'text': '数据科学的重要研究领域', 'label': 'level_2_kP', 'subject': '', 'cognition': ''}",包含,"{'text': '社交网络分析', 'label': 'level_3_kP', 'subject': '', 'cognition': ''}",","
"{'text': '数据科学的重要研究领域', 'label': 'level_2_kP', 'subject': '', 'cognition': ''}",包含,"{'text': '异质信息网络分析', 'label': 'level_3_kP', 'subject': '', 'cognition': ''}",","
"{'text': '数据科学的重要研究领域', 'label': 'level_2_kP', 'subject': '', 'cognition': ''}",包含,"{'text': '可视化分析', 'label': 'level_3_kP', 'subject': '', 'cognition': ''}",","
